steps	avg_reward	std_reward	success_rate
0	83.32	19.10334002210085	0.0
1000	9.47	0.6701492371106603	0.0
2000	9.4	0.7483314773547883	0.0
3000	9.23	0.810617048920142	0.0
4000	9.31	0.7306846104852628	0.0
5000	9.42	0.7236021006050218	0.0
6000	9.41	0.7495998932764065	0.0
7000	9.28	0.7756287771866126	0.0
8000	9.39	0.7601973427998812	0.0
9000	9.47	0.6993568473962345	0.0
10000	9.39	0.7196526940128828	0.0
11000	9.27	0.73287106642301	0.0
12000	9.38	0.7717512552629895	0.0
13000	9.27	0.6907242575731649	0.0
14000	9.43	0.7107038764492566	0.0
15000	9.31	0.6587108622149782	0.0
16000	9.25	0.7794228634059948	0.0
17000	9.19	0.7442445834535849	0.0
18000	9.45	0.7123903424387504	0.0
19000	9.34	0.7644605941446557	0.0
20000	9.41	0.788606365685695	0.0
