steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-156.75	44.00985685048294	0.58
2000	-140.65	41.27526499006397	0.88
3000	-150.24	24.27678726685226	0.99
4000	-149.76	1.3047605144240073	1.0
5000	-165.74	16.46427647969992	0.97
6000	-144.5	31.801415062855302	0.98
7000	-156.34	14.550752557857615	0.96
8000	-158.96	20.968509722915453	0.97
9000	-157.71	21.878434587511055	0.97
10000	-145.72	30.926713372099535	0.99
11000	-155.11	16.160380564825818	0.99
12000	-152.5	18.026369573488722	0.96
13000	-141.69	22.771778586662926	1.0
14000	-136.02	26.958479185592054	1.0
15000	-135.35	23.8442341038667	1.0
16000	-140.04	18.584897094146097	1.0
17000	-144.92	16.41504188237118	1.0
18000	-150.45	15.790107662710854	1.0
19000	-152.04	12.389447122450623	1.0
20000	-140.55	18.737329051921993	1.0
