steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-152.55	25.237818843949253	1.0
2000	-133.26	27.337381001112742	1.0
3000	-148.78	13.220877429278284	0.99
4000	-146.63	24.43507929187053	0.99
5000	-140.9	21.6510969698997	1.0
6000	-137.93	21.705416374720848	0.99
7000	-131.77	23.4699190454505	1.0
8000	-133.92	22.97724091356488	1.0
9000	-138.7	19.931633149343284	1.0
10000	-140.6	16.60301177497625	1.0
11000	-139.61	18.36294910955209	1.0
12000	-137.38	22.79771041135491	1.0
13000	-134.06	23.526929251391902	1.0
14000	-138.99	22.758512693056197	1.0
15000	-137.0	16.971151993898353	1.0
16000	-136.48	23.389091474445944	1.0
17000	-139.38	22.73621780331988	1.0
18000	-134.96	22.54369978508408	1.0
19000	-135.61	24.514034755625193	1.0
20000	-134.96	23.20082757144667	1.0
