steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-155.08	30.628640191820466	0.96
2000	-155.48	14.833394756427133	0.98
3000	-143.0	16.353592877407703	1.0
4000	-151.84	15.629280213752649	1.0
5000	-149.4	18.306829326784033	0.99
6000	-144.69	20.765690453245227	1.0
7000	-142.12	14.994185539735057	1.0
8000	-143.9	23.048427278233106	0.93
9000	-133.61	23.47078822707069	1.0
10000	-140.1	22.07192787229969	1.0
11000	-139.46	21.052990286417746	0.96
12000	-138.73	22.720411527963133	0.99
13000	-137.8	14.812157169028419	1.0
14000	-136.35	23.313676243784464	1.0
15000	-142.88	14.113312864101042	1.0
16000	-138.65	16.142103332589592	1.0
17000	-135.83	23.276621318395847	1.0
18000	-150.08	22.408783991997424	0.94
19000	-142.4	12.914333122542564	1.0
20000	-139.29	14.176949601377585	1.0
