steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-139.63	1.5404869360043274	1.0
2000	-144.88	10.844611565196791	1.0
3000	-149.59	5.715059054812993	1.0
4000	-141.82	19.401226765336258	1.0
5000	-144.61	3.9367372277051973	1.0
6000	-138.41	18.528947622571554	1.0
7000	-147.84	12.99516833288434	0.99
8000	-142.91	24.416017283742246	1.0
9000	-151.34	23.71970488855205	0.93
10000	-149.18	5.113472401411784	1.0
11000	-147.75	20.543307912797296	0.99
12000	-149.28	8.515961484177813	1.0
13000	-145.73	25.361330801044335	1.0
14000	-144.28	15.51327173745113	1.0
15000	-143.27	20.732030773660355	1.0
16000	-152.74	13.057273834916689	1.0
17000	-135.27	21.474568680185403	1.0
18000	-151.64	12.110755550336238	1.0
19000	-138.15	21.91728769715815	0.98
20000	-135.38	23.668029068767005	0.99
