steps	avg_reward	std_reward	success_rate
0	10.14	1.122675376054895	0.0
1000	9.38	0.7586830695356264	0.0
2000	9.31	0.6587108622149782	0.0
3000	9.21	0.7911384202527393	0.0
4000	9.33	0.6641535966928133	0.0
5000	9.26	0.7432361670424819	0.0
6000	9.26	0.7432361670424819	0.0
7000	9.34	0.7901898506055364	0.0
8000	9.28	0.6794115100585211	0.0
9000	9.25	0.7533259586659682	0.0
10000	9.39	0.7469270379361025	0.0
11000	9.23	0.7463913182774837	0.0
12000	9.3	0.670820393249937	0.0
13000	9.44	0.7657675887630659	0.0
14000	9.28	0.7359347797189638	0.0
15000	9.42	0.7507329751649384	0.0
16000	9.3	0.7141428428542851	0.0
17000	9.44	0.7657675887630659	0.0
18000	9.38	0.7318469785412796	0.0
19000	9.28	0.7222188034107115	0.0
20000	9.32	0.8352245207128439	0.0
