steps	avg_reward	std_reward	success_rate
0	9.35	0.7123903424387504	0.0
1000	9.4	0.7211102550927979	0.0
2000	9.4	0.6928203230275509	0.0
3000	9.44	0.6829348431585549	0.0
4000	9.31	0.7706490770772388	0.0
5000	9.42	0.7896834808959852	0.0
6000	9.37	0.6731270311018568	0.0
7000	9.38	0.7453858061433689	0.0
8000	9.23	0.7463913182774837	0.0
9000	9.45	0.653834841531101	0.0
10000	9.44	0.7787168933572715	0.0
11000	9.16	0.7310266752998825	0.0
12000	9.27	0.6760917097554147	0.0
13000	9.56	0.6681317235396026	0.0
14000	9.44	0.8639444426582069	0.0
15000	9.3	0.8185352771872448	0.0
16000	9.45	0.7533259586659683	0.0
17000	9.42	0.7639371701913712	0.0
18000	9.32	0.7600000000000001	0.0
19000	9.39	0.7334166619323561	0.0
20000	9.45	0.792148975887743	0.0
