steps	avg_reward	std_reward	success_rate
0	9.36	0.7418894796396562	0.0
1000	77.06	18.707121638563212	0.0
2000	137.79	44.70330972086966	0.24
3000	59.69	6.391705562680434	0.0
4000	28.05	3.436204301260331	0.0
5000	199.15	3.6452023263462348	0.92
6000	162.34	6.6486389584636045	0.0
7000	200.0	0.0	1.0
8000	200.0	0.0	1.0
9000	200.0	0.0	1.0
10000	200.0	0.0	1.0
11000	116.42	4.2383487350618045	0.0
12000	198.03	4.145973950714114	0.72
13000	194.24	7.5671923459100725	0.45
14000	194.93	9.535465379308972	0.7
15000	160.17	6.7617379422749	0.0
16000	200.0	0.0	1.0
17000	200.0	0.0	1.0
18000	183.99	11.817355880229721	0.16
19000	200.0	0.0	1.0
20000	200.0	0.0	1.0
