steps	avg_reward	std_reward	success_rate
0	9.24	0.7889233169326408	0.0
1000	75.21	30.267902140716654	0.0
2000	22.6	3.307567081708245	0.0
3000	15.65	1.4168627315304754	0.0
4000	200.0	0.0	1.0
5000	125.52	6.216880246554537	0.0
6000	180.38	19.211860919754756	0.29
7000	186.22	8.22992102027717	0.09
8000	199.45	2.5627134057478997	0.94
9000	200.0	0.0	1.0
10000	200.0	0.0	1.0
11000	200.0	0.0	1.0
12000	168.84	6.271714279206284	0.0
13000	194.63	6.2716106384245505	0.45
14000	200.0	0.0	1.0
15000	197.61	4.225860859043989	0.67
16000	146.06	8.829292157358935	0.0
17000	200.0	0.0	1.0
18000	165.54	9.190669181294691	0.0
19000	170.86	12.176222731208558	0.09
20000	123.34	4.635126751233455	0.0
