steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-200.0	0.0	0.0
2000	-199.95	0.2179449471770337	0.11
3000	-200.0	0.0	0.0
4000	-198.68	7.541723940850661	0.03
5000	-200.0	0.0	0.0
6000	-152.12	14.170589260859972	0.92
7000	-197.52	9.093382209057312	0.07
8000	-200.0	0.0	0.0
9000	-200.0	0.0	0.0
10000	-200.0	0.0	0.0
11000	-200.0	0.0	0.0
12000	-200.0	0.0	0.0
13000	-200.0	0.0	0.0
14000	-200.0	0.0	0.0
15000	-200.0	0.0	0.0
16000	-200.0	0.0	0.0
17000	-200.0	0.0	0.0
18000	-200.0	0.0	0.0
19000	-200.0	0.0	0.0
20000	-200.0	0.0	0.0
