steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-143.8	37.88429753869009	0.9
2000	-145.24	33.391651651273556	0.99
3000	-134.78	38.029877727912826	0.99
4000	-151.6	13.312400234367956	1.0
5000	-137.1	29.46506405898348	1.0
6000	-142.3	22.124420896376023	0.98
7000	-142.98	26.808946267990468	1.0
8000	-137.08	1.8093092604637824	1.0
9000	-152.69	28.07087280438569	0.99
10000	-147.81	18.038677889468506	1.0
11000	-153.76	32.5515345260404	0.99
12000	-141.63	38.67134727417704	0.98
13000	-125.17	22.596926782197617	0.99
14000	-138.16	20.279408275391077	1.0
15000	-145.18	42.58177544443163	0.81
16000	-135.23	36.57836929115348	0.9
17000	-199.29	2.026302050534421	0.12
18000	-156.21	11.537153028368827	1.0
19000	-146.48	1.6521501142450703	1.0
20000	-140.98	20.003489695550623	1.0
