steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-141.04	22.241366864471257	1.0
2000	-142.46	29.097910577909197	1.0
3000	-155.38	19.130488754864576	1.0
4000	-136.45	38.484120101673106	0.98
5000	-144.59	20.212419449437515	1.0
6000	-153.3	15.289538907370622	0.98
7000	-156.58	9.835832450789306	1.0
8000	-141.15	28.023695330915942	0.99
9000	-174.03	13.353243051783338	0.82
10000	-151.31	19.930225788986938	0.97
11000	-149.12	25.361498378447592	0.99
12000	-133.26	29.127176313539216	0.99
13000	-145.02	26.198083899399972	0.99
14000	-126.93	25.712741977471016	1.0
15000	-146.55	20.158558976276055	1.0
16000	-139.31	19.642146013101524	1.0
17000	-154.15	15.752698181581465	0.98
18000	-149.09	13.856475020725869	1.0
19000	-147.6	17.60397682343396	1.0
20000	-145.87	15.591443166044638	1.0
