steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-200.0	0.0	0.0
2000	-200.0	0.0	0.0
3000	-187.62	9.055142185520888	0.68
4000	-200.0	0.0	0.0
5000	-200.0	0.0	0.0
6000	-200.0	0.0	0.0
7000	-200.0	0.0	0.0
8000	-200.0	0.0	0.0
9000	-180.35	27.95831718827154	0.46
10000	-200.0	0.0	0.0
11000	-200.0	0.0	0.0
12000	-200.0	0.0	0.0
13000	-200.0	0.0	0.0
14000	-200.0	0.0	0.0
15000	-200.0	0.0	0.0
16000	-200.0	0.0	0.0
17000	-198.65	7.6764249491543906	0.03
18000	-200.0	0.0	0.0
19000	-200.0	0.0	0.0
20000	-200.0	0.0	0.0
