steps	avg_reward	std_reward	success_rate
0	9.44	0.7914543574963753	0.0
1000	54.64	7.9328683337113315	0.0
2000	121.1	42.03272534585403	0.18
3000	200.0	0.0	1.0
4000	200.0	0.0	1.0
5000	191.19	11.960514202993114	0.48
6000	149.26	7.598183993560567	0.0
7000	106.94	19.36534017258669	0.0
8000	157.87	14.89003357954575	0.01
9000	193.92	9.320600839001742	0.55
10000	200.0	0.0	1.0
11000	49.72	6.200129030915405	0.0
12000	200.0	0.0	1.0
13000	200.0	0.0	1.0
14000	198.76	3.0170183957012924	0.8
15000	200.0	0.0	1.0
16000	200.0	0.0	1.0
17000	197.79	15.470161602258715	0.98
18000	93.53	14.754290901293764	0.0
19000	199.57	2.084490345384214	0.94
20000	100.94	38.41869857243995	0.03
