steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-158.74	29.054645067527503	0.88
2000	-129.81	25.705911771419434	1.0
3000	-142.44	16.43248003193675	1.0
4000	-148.88	17.16582651665803	1.0
5000	-142.1	23.701687703621445	1.0
6000	-140.41	26.473418744091212	1.0
7000	-141.14	22.49489719914274	1.0
8000	-137.27	20.053854990998616	1.0
9000	-133.77	19.85641206260587	1.0
10000	-133.64	23.01978279654263	1.0
11000	-147.57	14.29842998374297	1.0
12000	-131.1	23.579440196917318	1.0
13000	-135.59	20.747093772381714	1.0
14000	-128.52	24.660283858869104	1.0
15000	-136.95	22.132046900365992	1.0
16000	-136.47	17.637151130497237	1.0
17000	-139.05	19.852140942477718	1.0
18000	-129.32	23.702691830254217	1.0
19000	-137.23	25.350287966806214	0.95
20000	-134.41	26.90059293026828	0.99
