steps	avg_reward	std_reward	success_rate
0	-200.0	0.0	0.0
1000	-143.3	30.90970721310702	0.99
2000	-143.98	23.256818355054502	1.0
3000	-162.75	14.441866222895156	0.98
4000	-158.13	16.306228871201338	1.0
5000	-150.71	19.9956470262905	1.0
6000	-158.01	19.221079574259093	0.99
7000	-141.35	21.058193179852825	1.0
8000	-135.6	19.798484790508592	1.0
9000	-150.37	10.06941408424542	1.0
10000	-148.6	8.923003978481686	1.0
11000	-137.23	19.342106917293165	1.0
12000	-133.31	24.728402698112145	1.0
13000	-137.6	17.898044585931725	1.0
14000	-135.79	20.408966166859116	1.0
15000	-132.15	25.60600515504127	0.98
16000	-135.47	22.167749096378728	0.98
17000	-136.7	17.263545406433753	1.0
18000	-132.07	23.248335424283606	1.0
19000	-138.25	19.755695381332444	1.0
20000	-137.78	19.816952338843628	1.0
