steps	avg_reward	std_reward	success_rate
0	34.6	6.624198064671678	0.0
1000	200.0	0.0	1.0
2000	200.0	0.0	1.0
3000	200.0	0.0	1.0
4000	200.0	0.0	1.0
5000	200.0	0.0	1.0
6000	200.0	0.0	1.0
7000	200.0	0.0	1.0
8000	200.0	0.0	1.0
9000	200.0	0.0	1.0
10000	200.0	0.0	1.0
11000	200.0	0.0	1.0
12000	195.48	18.297803146826123	0.93
13000	200.0	0.0	1.0
14000	196.83	14.949284263803403	0.94
15000	200.0	0.0	1.0
16000	200.0	0.0	1.0
17000	185.79	39.25997834945914	0.87
18000	200.0	0.0	1.0
19000	200.0	0.0	1.0
20000	195.95	18.180965320906363	0.92
